REMARK ROI 2D Peak Detection System, File: ./ft/test001.ft2
REMARK Detection Levels: -9.68962e+09 and 9.68962e+06
REMARK Detection: X(+/-1) Y(+/-1)
REMARK Interpolation: X(+/-1) Y(+/-1)
REMARK Noise: 735066, Chi2-Threshold: 1.000000e-04, Local Adjustment: None
REMARK Position Tolerances: X(2.3) Y(2.0)
REMARK Sinc Detect ON, Height Adjustments: X(1.200) Y(1.800)
REMARK Sinc Detect Linewidths: X(15.0Hz) Y(5.0Hz)
REMARK Total Peaks: 135, Good Peaks: 135, Questionable Peaks: 0
REMARK Clusters: 81, Max Cluster Size: 14
REMARK ROI Spectral Axis Limits:

DATA  X_AXIS 1H           1   617    6.998ppm    3.992ppm
DATA  Y_AXIS 13C          1  1026  105.963ppm   89.385ppm

VARS   INDEX X_AXIS Y_AXIS DX DY X_PPM Y_PPM X_HZ Y_HZ XW YW XW_HZ YW_HZ X1 X3 Y1 Y3 HEIGHT DHEIGHT VOL PCHI2 TYPE ASS CLUSTID MEMCNT
FORMAT %5d %9.3f %9.3f %6.3f %6.3f %8.3f %8.3f %9.3f %9.3f %7.3f %7.3f %8.3f %8.3f %4d %4d %4d %4d %+e %+e %+e %.5f %d %s %4d %4d

  50   248.478   495.273  1.145  0.710    5.791   97.969  4344.639 18484.668   6.490   6.666   23.768   20.342  245  253  490  500  2.656993e+07  5.578644e+05  1.440461e+09 0.00000 1 None   29   10
  51   276.362   495.125  3.598  0.436    5.654   97.971  4242.526 18485.119   9.885   5.477   36.199   16.714  269  282  491  498  2.293648e+07  5.541693e+05  1.965900e+09 0.00000 1 None   29   10
  52   334.012   495.451  0.819  2.239    5.373   97.966  4031.405 18484.127   5.984   7.867   21.914   24.008  332  336  493  498  1.540745e+07  5.524157e+05  3.648125e+08 0.00000 1 None   33    1
  53   459.088   495.222  0.993  1.731    4.763   97.970  3573.363 18484.826   5.380   6.964   19.704   21.251  458  460  494  496  1.061278e+07  5.494478e+05  8.824043e+07 0.00000 1 None   34    1
  54   261.269   495.705  4.746  0.386    5.728   97.962  4297.798 18483.350  14.552   4.402   53.290   13.433  251  271  493  498  2.157288e+07  5.541317e+05  2.286638e+09 0.00000 1 None   29   10
  55   267.434   495.806  2.028  0.473    5.698   97.960  4275.223 18483.043   9.617   6.095   35.219   18.599  260  274  492  499  2.867043e+07  5.515821e+05  2.482724e+09 0.00000 1 None   29   10
  56   374.884   495.732  0.255  0.074    5.174   97.961  3881.729 18483.270   7.852   4.090   28.754   12.481  369  381  493  499  9.235289e+07  5.540679e+05  3.886973e+09 0.00000 1 None   32    2
  57   475.684   495.573  1.257  0.804    4.682   97.964  3512.589 18483.752   5.333   4.239   19.531   12.935  475  477  495  496  1.219706e+07  5.659099e+05  6.698966e+07 0.00000 1 None   35    1
  58   248.360   500.961  0.932  0.459    5.791   97.877  4345.071 18467.311   5.323   5.009   19.493   15.286  246  251  497  503  1.691543e+07  5.545433e+05  5.722476e+08 0.00000 1 None   29   10
  59   277.485   501.027  2.240  0.365    5.649   97.876  4238.414 18467.107   6.842   4.100   25.057   12.514  275  280  500  503  1.422071e+07  5.555215e+05  2.628558e+08 0.00000 1 None   29   10
  60   229.777   503.102  1.571  0.288    5.882   97.842  4413.126 18460.777   6.475   3.256   23.713    9.936  228  231  503  504  1.177280e+07  5.514774e+05  8.160361e+07 0.00000 1 None   36    1
  61   286.075   503.044  2.708  0.328    5.607   97.843  4206.955 18460.955   9.387   3.550   34.378   10.834  284  293  503  504  1.166462e+07  5.477989e+05  2.515591e+08 0.00000 1 None   37    2
  62   333.798   503.471  0.103  0.058    5.374   97.836  4032.189 18459.650   5.783   3.833   21.179   11.699  330  338  500  506  1.468488e+08  5.684098e+05  3.890704e+09 0.00000 1 None   38    1
  63   366.108   503.060  1.399  0.357    5.216   97.843  3913.866 18460.904   6.078   3.373   22.259   10.293  366  366  503  503  9.827182e+06  5.505894e+05  9.814732e+06 0.00000 1 None   39    1
  64   458.868   503.426  1.019  0.828    4.764   97.837  3574.168 18459.789   5.080   3.953   18.603   12.065  459  459  503  503  1.014877e+07  5.631650e+05  9.900782e+06 0.00000 1 None   40    1
  65   292.201   504.021  0.983  0.337    5.577   97.827  4184.521 18457.973   6.430   4.451   23.546   13.584  287  295  503  506  1.787351e+07  5.518699e+05  4.451719e+08 0.00000 1 None   37    2
  66   217.851   508.271  1.009  2.567    5.940   97.759  4456.801 18445.002   5.177   8.049   18.959   24.564  217  218  507  514  1.043233e+07  5.505860e+05  1.549179e+08 0.00000 1 None   41    3
  67   252.980   508.502  0.603  0.857    5.769   97.755  4328.152 18444.299   4.614   4.310   16.896   13.152  252  254  507  510  1.302757e+07  5.654248e+05  1.264583e+08 0.00000 1 None   42    1
  68   230.173   509.539  1.092  0.718    5.880   97.738  4411.675 18441.133   5.106   3.612   18.698   11.023  230  230  509  510  1.037425e+07  5.704801e+05  1.991533e+07 0.00000 1 None   43    1
  69   285.711   511.701  0.124  0.046    5.609   97.703  4208.288 18434.535   5.938   3.877   21.745   11.832  282  290  509  515  1.434576e+08  5.591268e+05  3.914372e+09 0.00000 1 None   44    1
  70   218.257   513.282  1.565  4.349    5.938   97.678  4455.314 18429.709   5.864  10.254   21.476   31.294  218  219  507  515  1.021244e+07  5.499013e+05  1.764189e+08 0.00000 1 None   41    3
  71   218.120   514.714  1.113  1.404    5.939   97.654  4455.814 18425.340   5.542   5.891   20.294   17.979  218  219  511  515  1.047968e+07  5.519111e+05  9.905299e+07 0.00000 1 None   41    3
  72   373.082   516.917  1.117  0.350    5.182   97.619  3888.328 18418.617   6.864   4.133   25.137   12.612  370  376  516  520  1.528468e+07  5.504431e+05  3.980128e+08 0.00000 1 None   45    3
  73   373.312   526.178  0.111  0.024    5.181   97.469  3887.486 18390.355   6.901   3.829   25.274   11.687  368  378  523  529  2.210397e+08  5.541030e+05  7.352561e+09 0.00000 1 None   45    3
  74   459.681   526.130  0.950  0.223    4.760   97.470  3571.192 18390.500   5.399   3.267   19.773    9.969  458  462  525  527  1.603938e+07  5.561836e+05  1.782656e+08 0.00000 1 None   46    1
  75   475.926   526.194  0.548  0.219    4.680   97.469  3511.702 18390.307   5.528   3.501   20.243   10.684  472  479  525  528  2.030133e+07  5.536101e+05  3.974985e+08 0.00000 1 None   47    1
  76   370.027   536.460  0.274  0.140    5.197   97.303  3899.515 18358.975   8.352   4.780   30.585   14.589  364  376  533  539  9.208601e+07  5.590886e+05  4.362268e+09 0.00000 1 None   45    3
  77   195.366   554.031  1.522  0.680    6.050   97.019  4539.142 18305.355   6.265   5.667   22.943   17.293  193  198  552  556  1.449280e+07  5.535181e+05  3.376622e+08 0.00000 1 None   48    1
  78   195.130   559.972  1.579  0.607    6.051   96.922  4540.008 18287.223   6.617   4.605   24.231   14.053  194  196  560  560  1.057735e+07  5.501165e+05  3.064022e+07 0.00000 1 None   49    1
  79   246.585   564.578  0.429  0.492    5.800   96.848  4351.573 18273.166   5.135   5.864   18.807   17.896  243  250  561  569  3.822792e+07  5.620849e+05  1.432449e+09 0.00000 1 None   50    2
  80   246.326   570.327  0.482  0.718    5.801   96.755  4352.521 18255.623   4.961   6.481   18.168   19.779  243  249  565  573  2.700746e+07  5.562904e+05  1.220821e+09 0.00000 1 None   50    2
  81   320.188   668.217  0.338  0.318    5.441   95.172  4082.031 17956.885   5.840   5.951   21.386   18.161  316  324  664  672  4.205554e+07  5.514891e+05  1.840292e+09 0.00000 1 None   51    1
  82   309.770   697.023  0.234  0.138    5.491   94.706  4120.182 17868.979   5.841   5.441   21.390   16.604  306  314  693  701  6.487834e+07  5.506858e+05  2.679402e+09 0.00000 1 None   52    8
  83   306.945   719.406  0.160  0.416    5.505   94.344  4130.527 17800.670   7.309   9.766   26.766   29.803  302  312  712  726  1.188803e+08  5.504578e+05  1.341694e+10 0.00000 1 None   52    8
  84   328.213   719.283  0.194  0.137    5.401   94.346  4052.641 17801.045   5.972   5.107   21.871   15.585  324  332  715  723  8.044569e+07  5.539106e+05  3.285652e+09 0.00000 1 None   52    8
  85   340.872   718.950  1.374  0.622    5.340   94.351  4006.284 17802.061   7.744   5.817   28.361   17.751  336  344  716  723  1.658088e+07  5.486269e+05  9.062853e+08 0.00000 1 None   52    8
  86   457.914   718.872  0.782  1.402    4.768   94.352  3577.664 17802.299   5.218   7.338   19.108   22.394  456  459  716  721  1.260843e+07  5.482414e+05  2.525640e+08 0.00000 1 None   53    1
  87   342.094   726.242  1.179  4.980    5.334   94.233  4001.807 17779.809   6.419  12.739   23.506   38.877  340  344  717  730  1.277568e+07  5.489902e+05  8.425258e+08 0.00000 1 None   52    8
  88   458.254   728.271  0.740  2.142    4.767   94.200  3576.416 17773.613   4.831   8.674   17.692   26.472  457  460  725  732  1.465418e+07  5.529338e+05  3.590094e+08 0.00000 1 None   54    1
  89   311.249   728.482  0.472  0.219    5.484   94.197  4114.765 17772.971  11.693   6.943   42.821   21.189  303  319  723  733  1.357929e+08  5.548461e+05  1.491554e+10 0.00000 1 None   52    8
  90   345.671   729.171  3.562  1.135    5.316   94.186  3988.709 17770.869   9.483   6.567   34.728   20.041  341  348  727  731  1.333262e+07  5.506390e+05  4.544150e+08 0.00000 1 None   52    8
  91   279.758   739.209  0.216  0.239    5.638   94.023  4230.090 17740.236   5.875   6.833   21.513   20.852  276  284  734  744  7.278365e+07  5.514124e+05  4.004732e+09 0.00000 1 None   55    1
  92   457.064   740.515  0.859  6.287    4.772   94.002  3580.775 17736.250   4.945  10.229   18.107   31.217  457  457  739  742  1.023615e+07  5.517856e+05  3.985529e+07 0.00000 1 None   56    1
  93   303.338   743.384  0.364  0.426    5.523   93.956  4143.738 17727.492   8.234   9.205   30.154   28.090  297  309  736  750  1.000909e+08  5.518416e+05  1.003725e+10 0.00000 1 None   52    8
  94   336.840   743.415  1.559  1.551    5.359   93.955  4021.049 17727.400   7.056   6.164   25.840   18.811  334  339  741  745  1.291114e+07  5.541226e+05  3.162703e+08 0.00000 1 None   57    1
  95   256.125   758.045  0.115  0.083    5.753   93.719  4316.634 17682.754   5.573   5.289   20.410   16.140  252  260  754  762  1.023200e+08  5.498549e+05  3.991220e+09 0.00000 1 None   58   14
  96   289.951   758.451  0.887  1.742    5.588   93.712  4192.761 17681.514   5.260   5.928   19.262   18.091  289  291  757  760  1.126248e+07  5.559840e+05  1.196914e+08 0.00000 1 None   59    1
  97   264.049   770.114  0.163  0.115    5.715   93.524  4287.619 17645.922   6.079   5.333   22.264   16.275  260  268  766  774  8.006616e+07  5.494911e+05  3.616477e+09 0.00000 1 None   58   14
  98   298.625   769.999  1.343  0.573    5.546   93.525  4160.996 17646.273   5.096   4.533   18.663   13.833  298  299  769  772  1.102284e+07  5.554055e+05  8.032697e+07 0.00000 1 None   60    2
  99   298.817   771.757  1.369  0.824    5.545   93.497  4160.292 17640.908   5.808   4.623   21.270   14.108  298  299  769  772  1.021821e+07  5.516556e+05  8.032697e+07 0.00000 1 None   60    2
 100   229.659   776.065  0.318  0.118    5.882   93.427  4413.559 17627.760   6.710   5.365   24.572   16.372  225  235  772  780  7.615396e+07  5.520729e+05  4.071026e+09 0.00000 1 None   58   14
 101   212.725   776.542  0.306  0.363    5.965   93.420  4475.570 17626.303   5.947   6.014   21.778   18.353  209  217  773  781  5.666258e+07  5.575111e+05  2.390735e+09 0.00000 1 None   58   14
 102   245.379   779.015  4.090  4.466    5.806   93.380  4355.990 17618.756  10.716  15.413   39.243   47.037  237  253  775  790  1.608597e+07  5.499823e+05  5.827957e+09 0.00000 1 None   58   14
 103   235.095   782.538  0.243  0.409    5.856   93.323  4393.651 17608.006   6.633   6.966   24.292   21.257  230  240  778  788  6.738424e+07  5.537210e+05  4.695490e+09 0.00000 1 None   58   14
 104   260.244   782.831  0.270  0.103    5.733   93.318  4301.552 17607.111   7.962   5.622   29.157   17.157  254  266  779  787  1.071197e+08  5.506979e+05  8.096534e+09 0.00000 1 None   58   14
 105   293.384   782.701  1.156  0.720    5.571   93.320  4180.190 17607.510   6.122   5.568   22.418   16.992  289  296  780  787  1.895085e+07  5.565368e+05  7.367942e+08 0.00000 1 None   58   14
 106   333.254   782.856  0.549  0.428    5.377   93.317  4034.182 17607.035   6.454   6.669   23.635   20.352  328  338  778  788  3.512238e+07  5.507205e+05  2.162097e+09 0.00000 1 None   61    1
